"model","inv","invSQ","epu","fc","divida","cv","tamanho","sargan","m2"
864,0.0501742462915525,0.0803720398038281,0.547969905300181,0.0211388466569755,7.4903077593044e-10,0.484722737645353,0.792925695204567,0.99995471835657,0.902674571841154
865,0.0683146524122256,0.0953918554975628,0.542505592154538,0.0155958031017448,1.07930762041697e-10,0.436671347843838,0.796384927564119,0.999983630940842,0.86158012922789
866,0.0724970290003978,0.105165461706968,0.562072606728601,0.0141207800940134,5.6598573477119e-10,0.449901175936075,0.833314204642294,0.999995419851219,0.886708548657595
867,0.0372877200245687,0.0835843046347176,0.528775507392863,0.00889400024221631,2.53663379740315e-10,0.465231140363002,0.808350491456941,0.999997428972819,0.898163423931067
868,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
869,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
870,0.580402647108656,0.194801470171829,0.375219663926437,0.11480166366973,7.03512036203019e-13,0.796221600884992,0.996449924575174,0.999390872398444,0.978392141646998
871,0.707196892696518,0.348750238121195,0.858557500484014,0.0567515931711071,1.0534483463777e-08,0.951025312159702,0.703580221116934,0.999699870487995,0.91886991460324
872,0.510539445817172,0.339395139335638,0.609393996252738,0.0813834793406941,1.34848468016912e-06,0.820263277863101,0.643909318541153,0.998926333383232,0.978638128291848
873,0.519637988499392,0.357454248638343,0.844477537775224,0.0828282967439164,1.73274092372222e-06,0.821564395003268,0.514814387424116,0.999144741004711,0.971023904442502
874,0.529460807069379,0.414115935167137,0.83564616394527,0.0740571820198178,1.11193466776988e-06,0.733085295182812,0.598556375535629,0.999605091599081,0.951719554127788
875,0.530693417906528,0.409661577822396,0.782997527193966,0.0845864460379001,5.76231852468438e-08,0.730777621470647,0.511950117672239,0.999908384563926,0.999941109714819
876,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
877,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
878,0.794425239061246,0.487646467964127,0.71695276461527,0.0804907476922518,2.41806240920324e-07,0.864649003792824,0.501575766307238,0.998316641334851,0.88179131353087
879,0.509249766635195,0.437621168451929,0.482438096264665,0.131430596972939,1.04307936571936e-07,0.646226566277526,0.316141961842042,0.993462173382389,0.997470858559943
880,0.391658166824133,0.381828162210437,0.544771227649418,0.137628924773249,2.01497803034396e-07,0.571409165118049,0.2607910375989,0.997323105525912,0.975972504658021
881,0.553337380735041,0.596007179126756,0.595798336185676,0.153549055504313,4.18612742768788e-06,0.577829087487138,0.281990155744131,0.997882470271067,0.995287589655998
882,0.549634053783592,0.586933230151586,0.543625722098958,0.114836719681317,4.65169103909819e-07,0.583505778109366,0.233419715742347,0.999633130731218,0.98359164137814
883,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
884,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
885,0.0912763611848251,0.127842998170761,0.89938728586218,0.0466381399419437,1.02287809601124e-13,0.55393018826159,0.911345899194708,0.997268848760357,0.926096258830991
886,0.0400642544410761,0.0573457318627505,0.499588136435608,0.00442775967323776,2.50053543552729e-18,0.470145135359231,0.960320365911244,0.999901123648856,0.878780902467913
887,0.0619555809754197,0.108995268545435,0.472763879578994,0.00284120622643194,1.70236761594907e-16,0.525574517433169,0.782746950746559,0.999976504496041,0.800492550163544
888,0.102422549709348,0.153259508141754,0.498145098444121,0.0169357081539666,1.98877064569318e-12,0.519895956085374,0.931696516622755,0.999826940181502,0.833350110267057
889,0.0599272948365657,0.092365280431438,0.522262647991944,0.0103105530725318,1.92842718201492e-12,0.431946441786898,0.851027926361481,0.999992367542749,0.847061015814168
890,0.0803007483916162,0.114183255480192,0.418997198593566,0.00654922789559904,7.36858079270159e-16,0.371295228946249,0.88247275252359,0.999998291344568,0.815372588069017
891,0.0749589294847573,0.116210705861332,0.417857420602112,0.00527203098699915,1.37374367072809e-13,0.383645626251487,0.842739944307056,0.999998684827982,0.835667728709914
892,0.0645895961064155,0.109448392321714,0.381110541325422,0.00397246557379485,7.63916397590229e-13,0.419702848110962,0.824840009418966,0.999999451769365,0.814925131786377
893,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
894,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
895,0.00848402176620011,0.0268845282240775,0.411401807279728,0.00694254112290015,2.15335037546663e-14,0.5335316462134,0.804685884846234,0.999844146448027,0.949795897176915
896,0.040247640071883,0.108190008227394,0.459826198361221,0.00869756832058009,1.34401711560439e-11,0.622673377475062,0.945888949047346,0.999969777059527,0.879236604098274
897,0.0891130605546396,0.186203674170852,0.44028518018274,0.018644260515375,7.65678782604436e-09,0.595363145441863,0.937206773369947,0.999665487404099,0.816217855045714
898,0.0501742462915525,0.0803720398038281,0.547969905300181,0.0211388466569755,7.4903077593044e-10,0.484722737645353,0.792925695204567,0.99995471835657,0.902674571841154
899,0.0683146524122256,0.0953918554975628,0.542505592154538,0.0155958031017448,1.07930762041697e-10,0.436671347843838,0.796384927564119,0.999983630940842,0.86158012922789
900,0.0724970290003978,0.105165461706968,0.562072606728601,0.0141207800940134,5.6598573477119e-10,0.449901175936075,0.833314204642294,0.999995419851219,0.886708548657595
901,0.0372877200245687,0.0835843046347176,0.528775507392863,0.00889400024221631,2.53663379740315e-10,0.465231140363002,0.808350491456941,0.999997428972819,0.898163423931067
902,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
903,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
904,0.580402647108656,0.194801470171829,0.375219663926437,0.11480166366973,7.03512036203019e-13,0.796221600884992,0.996449924575174,0.999390872398444,0.978392141646998
905,0.707196892696518,0.348750238121195,0.858557500484014,0.0567515931711071,1.0534483463777e-08,0.951025312159702,0.703580221116934,0.999699870487995,0.91886991460324
906,0.510539445817172,0.339395139335638,0.609393996252738,0.0813834793406941,1.34848468016912e-06,0.820263277863101,0.643909318541153,0.998926333383232,0.978638128291848
907,0.519637988499392,0.357454248638343,0.844477537775224,0.0828282967439164,1.73274092372222e-06,0.821564395003268,0.514814387424116,0.999144741004711,0.971023904442502
908,0.529460807069379,0.414115935167137,0.83564616394527,0.0740571820198178,1.11193466776988e-06,0.733085295182812,0.598556375535629,0.999605091599081,0.951719554127788
909,0.530693417906528,0.409661577822396,0.782997527193966,0.0845864460379001,5.76231852468438e-08,0.730777621470647,0.511950117672239,0.999908384563926,0.999941109714819
910,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
911,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
912,0.794425239061246,0.487646467964127,0.71695276461527,0.0804907476922518,2.41806240920324e-07,0.864649003792824,0.501575766307238,0.998316641334851,0.88179131353087
913,0.509249766635195,0.437621168451929,0.482438096264665,0.131430596972939,1.04307936571936e-07,0.646226566277526,0.316141961842042,0.993462173382389,0.997470858559943
914,0.391658166824133,0.381828162210437,0.544771227649418,0.137628924773249,2.01497803034396e-07,0.571409165118049,0.2607910375989,0.997323105525912,0.975972504658021
915,0.553337380735041,0.596007179126756,0.595798336185676,0.153549055504313,4.18612742768788e-06,0.577829087487138,0.281990155744131,0.997882470271067,0.995287589655998
916,0.549634053783592,0.586933230151586,0.543625722098958,0.114836719681317,4.65169103909819e-07,0.583505778109366,0.233419715742347,0.999633130731218,0.98359164137814
917,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
918,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
919,0.0912763611848251,0.127842998170761,0.89938728586218,0.0466381399419437,1.02287809601124e-13,0.55393018826159,0.911345899194708,0.997268848760357,0.926096258830991
920,0.0400642544410761,0.0573457318627505,0.499588136435608,0.00442775967323776,2.50053543552729e-18,0.470145135359231,0.960320365911244,0.999901123648856,0.878780902467913
921,0.0619555809754197,0.108995268545435,0.472763879578994,0.00284120622643194,1.70236761594907e-16,0.525574517433169,0.782746950746559,0.999976504496041,0.800492550163544
922,0.102422549709348,0.153259508141754,0.498145098444121,0.0169357081539666,1.98877064569318e-12,0.519895956085374,0.931696516622755,0.999826940181502,0.833350110267057
923,0.0599272948365657,0.092365280431438,0.522262647991944,0.0103105530725318,1.92842718201492e-12,0.431946441786898,0.851027926361481,0.999992367542749,0.847061015814168
924,0.0803007483916162,0.114183255480192,0.418997198593566,0.00654922789559904,7.36858079270159e-16,0.371295228946249,0.88247275252359,0.999998291344568,0.815372588069017
925,0.0749589294847573,0.116210705861332,0.417857420602112,0.00527203098699915,1.37374367072809e-13,0.383645626251487,0.842739944307056,0.999998684827982,0.835667728709914
926,0.0645895961064155,0.109448392321714,0.381110541325422,0.00397246557379485,7.63916397590229e-13,0.419702848110962,0.824840009418966,0.999999451769365,0.814925131786377
927,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
928,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
929,0.00848402176620011,0.0268845282240775,0.411401807279728,0.00694254112290015,2.15335037546663e-14,0.5335316462134,0.804685884846234,0.999844146448027,0.949795897176915
930,0.040247640071883,0.108190008227394,0.459826198361221,0.00869756832058009,1.34401711560439e-11,0.622673377475062,0.945888949047346,0.999969777059527,0.879236604098274
931,0.0891130605546396,0.186203674170852,0.44028518018274,0.018644260515375,7.65678782604436e-09,0.595363145441863,0.937206773369947,0.999665487404099,0.816217855045714
932,0.0501742462915525,0.0803720398038281,0.547969905300181,0.0211388466569755,7.4903077593044e-10,0.484722737645353,0.792925695204567,0.99995471835657,0.902674571841154
933,0.0683146524122256,0.0953918554975628,0.542505592154538,0.0155958031017448,1.07930762041697e-10,0.436671347843838,0.796384927564119,0.999983630940842,0.86158012922789
934,0.0724970290003978,0.105165461706968,0.562072606728601,0.0141207800940134,5.6598573477119e-10,0.449901175936075,0.833314204642294,0.999995419851219,0.886708548657595
935,0.0372877200245687,0.0835843046347176,0.528775507392863,0.00889400024221631,2.53663379740315e-10,0.465231140363002,0.808350491456941,0.999997428972819,0.898163423931067
936,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
937,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
938,0.580402647108656,0.194801470171829,0.375219663926437,0.11480166366973,7.03512036203019e-13,0.796221600884992,0.996449924575174,0.999390872398444,0.978392141646998
939,0.707196892696518,0.348750238121195,0.858557500484014,0.0567515931711071,1.0534483463777e-08,0.951025312159702,0.703580221116934,0.999699870487995,0.91886991460324
940,0.510539445817172,0.339395139335638,0.609393996252738,0.0813834793406941,1.34848468016912e-06,0.820263277863101,0.643909318541153,0.998926333383232,0.978638128291848
941,0.519637988499392,0.357454248638343,0.844477537775224,0.0828282967439164,1.73274092372222e-06,0.821564395003268,0.514814387424116,0.999144741004711,0.971023904442502
942,0.529460807069379,0.414115935167137,0.83564616394527,0.0740571820198178,1.11193466776988e-06,0.733085295182812,0.598556375535629,0.999605091599081,0.951719554127788
943,0.530693417906528,0.409661577822396,0.782997527193966,0.0845864460379001,5.76231852468438e-08,0.730777621470647,0.511950117672239,0.999908384563926,0.999941109714819
944,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
945,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
946,0.794425239061246,0.487646467964127,0.71695276461527,0.0804907476922518,2.41806240920324e-07,0.864649003792824,0.501575766307238,0.998316641334851,0.88179131353087
947,0.509249766635195,0.437621168451929,0.482438096264665,0.131430596972939,1.04307936571936e-07,0.646226566277526,0.316141961842042,0.993462173382389,0.997470858559943
948,0.391658166824133,0.381828162210437,0.544771227649418,0.137628924773249,2.01497803034396e-07,0.571409165118049,0.2607910375989,0.997323105525912,0.975972504658021
949,0.553337380735041,0.596007179126756,0.595798336185676,0.153549055504313,4.18612742768788e-06,0.577829087487138,0.281990155744131,0.997882470271067,0.995287589655998
950,0.549634053783592,0.586933230151586,0.543625722098958,0.114836719681317,4.65169103909819e-07,0.583505778109366,0.233419715742347,0.999633130731218,0.98359164137814
951,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
952,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
953,0.0912763611848251,0.127842998170761,0.89938728586218,0.0466381399419437,1.02287809601124e-13,0.55393018826159,0.911345899194708,0.997268848760357,0.926096258830991
954,0.0400642544410761,0.0573457318627505,0.499588136435608,0.00442775967323776,2.50053543552729e-18,0.470145135359231,0.960320365911244,0.999901123648856,0.878780902467913
955,0.0619555809754197,0.108995268545435,0.472763879578994,0.00284120622643194,1.70236761594907e-16,0.525574517433169,0.782746950746559,0.999976504496041,0.800492550163544
956,0.102422549709348,0.153259508141754,0.498145098444121,0.0169357081539666,1.98877064569318e-12,0.519895956085374,0.931696516622755,0.999826940181502,0.833350110267057
957,0.0599272948365657,0.092365280431438,0.522262647991944,0.0103105530725318,1.92842718201492e-12,0.431946441786898,0.851027926361481,0.999992367542749,0.847061015814168
958,0.0803007483916162,0.114183255480192,0.418997198593566,0.00654922789559904,7.36858079270159e-16,0.371295228946249,0.88247275252359,0.999998291344568,0.815372588069017
959,0.0749589294847573,0.116210705861332,0.417857420602112,0.00527203098699915,1.37374367072809e-13,0.383645626251487,0.842739944307056,0.999998684827982,0.835667728709914
960,0.0645895961064155,0.109448392321714,0.381110541325422,0.00397246557379485,7.63916397590229e-13,0.419702848110962,0.824840009418966,0.999999451769365,0.814925131786377
961,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
962,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
963,0.00848402176620011,0.0268845282240775,0.411401807279728,0.00694254112290015,2.15335037546663e-14,0.5335316462134,0.804685884846234,0.999844146448027,0.949795897176915
964,0.040247640071883,0.108190008227394,0.459826198361221,0.00869756832058009,1.34401711560439e-11,0.622673377475062,0.945888949047346,0.999969777059527,0.879236604098274
965,0.0891130605546396,0.186203674170852,0.44028518018274,0.018644260515375,7.65678782604436e-09,0.595363145441863,0.937206773369947,0.999665487404099,0.816217855045714
966,0.0501742462915525,0.0803720398038281,0.547969905300181,0.0211388466569755,7.4903077593044e-10,0.484722737645353,0.792925695204567,0.99995471835657,0.902674571841154
967,0.0683146524122256,0.0953918554975628,0.542505592154538,0.0155958031017448,1.07930762041697e-10,0.436671347843838,0.796384927564119,0.999983630940842,0.86158012922789
968,0.0724970290003978,0.105165461706968,0.562072606728601,0.0141207800940134,5.6598573477119e-10,0.449901175936075,0.833314204642294,0.999995419851219,0.886708548657595
969,0.0372877200245687,0.0835843046347176,0.528775507392863,0.00889400024221631,2.53663379740315e-10,0.465231140363002,0.808350491456941,0.999997428972819,0.898163423931067
970,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
971,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
972,0.580402647108656,0.194801470171829,0.375219663926437,0.11480166366973,7.03512036203019e-13,0.796221600884992,0.996449924575174,0.999390872398444,0.978392141646998
973,0.707196892696518,0.348750238121195,0.858557500484014,0.0567515931711071,1.0534483463777e-08,0.951025312159702,0.703580221116934,0.999699870487995,0.91886991460324
974,0.510539445817172,0.339395139335638,0.609393996252738,0.0813834793406941,1.34848468016912e-06,0.820263277863101,0.643909318541153,0.998926333383232,0.978638128291848
975,0.519637988499392,0.357454248638343,0.844477537775224,0.0828282967439164,1.73274092372222e-06,0.821564395003268,0.514814387424116,0.999144741004711,0.971023904442502
976,0.529460807069379,0.414115935167137,0.83564616394527,0.0740571820198178,1.11193466776988e-06,0.733085295182812,0.598556375535629,0.999605091599081,0.951719554127788
977,0.530693417906528,0.409661577822396,0.782997527193966,0.0845864460379001,5.76231852468438e-08,0.730777621470647,0.511950117672239,0.999908384563926,0.999941109714819
978,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
979,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
980,0.794425239061246,0.487646467964127,0.71695276461527,0.0804907476922518,2.41806240920324e-07,0.864649003792824,0.501575766307238,0.998316641334851,0.88179131353087
981,0.509249766635195,0.437621168451929,0.482438096264665,0.131430596972939,1.04307936571936e-07,0.646226566277526,0.316141961842042,0.993462173382389,0.997470858559943
982,0.391658166824133,0.381828162210437,0.544771227649418,0.137628924773249,2.01497803034396e-07,0.571409165118049,0.2607910375989,0.997323105525912,0.975972504658021
983,0.553337380735041,0.596007179126756,0.595798336185676,0.153549055504313,4.18612742768788e-06,0.577829087487138,0.281990155744131,0.997882470271067,0.995287589655998
984,0.549634053783592,0.586933230151586,0.543625722098958,0.114836719681317,4.65169103909819e-07,0.583505778109366,0.233419715742347,0.999633130731218,0.98359164137814
985,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
986,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
987,0.0912763611848251,0.127842998170761,0.89938728586218,0.0466381399419437,1.02287809601124e-13,0.55393018826159,0.911345899194708,0.997268848760357,0.926096258830991
988,0.0400642544410761,0.0573457318627505,0.499588136435608,0.00442775967323776,2.50053543552729e-18,0.470145135359231,0.960320365911244,0.999901123648856,0.878780902467913
989,0.0619555809754197,0.108995268545435,0.472763879578994,0.00284120622643194,1.70236761594907e-16,0.525574517433169,0.782746950746559,0.999976504496041,0.800492550163544
990,0.102422549709348,0.153259508141754,0.498145098444121,0.0169357081539666,1.98877064569318e-12,0.519895956085374,0.931696516622755,0.999826940181502,0.833350110267057
991,0.0599272948365657,0.092365280431438,0.522262647991944,0.0103105530725318,1.92842718201492e-12,0.431946441786898,0.851027926361481,0.999992367542749,0.847061015814168
992,0.0803007483916162,0.114183255480192,0.418997198593566,0.00654922789559904,7.36858079270159e-16,0.371295228946249,0.88247275252359,0.999998291344568,0.815372588069017
993,0.0749589294847573,0.116210705861332,0.417857420602112,0.00527203098699915,1.37374367072809e-13,0.383645626251487,0.842739944307056,0.999998684827982,0.835667728709914
994,0.0645895961064155,0.109448392321714,0.381110541325422,0.00397246557379485,7.63916397590229e-13,0.419702848110962,0.824840009418966,0.999999451769365,0.814925131786377
995,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
996,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
997,0.00848402176620011,0.0268845282240775,0.411401807279728,0.00694254112290015,2.15335037546663e-14,0.5335316462134,0.804685884846234,0.999844146448027,0.949795897176915
998,0.040247640071883,0.108190008227394,0.459826198361221,0.00869756832058009,1.34401711560439e-11,0.622673377475062,0.945888949047346,0.999969777059527,0.879236604098274
999,0.0891130605546396,0.186203674170852,0.44028518018274,0.018644260515375,7.65678782604436e-09,0.595363145441863,0.937206773369947,0.999665487404099,0.816217855045714
1000,0.0501742462915525,0.0803720398038281,0.547969905300181,0.0211388466569755,7.4903077593044e-10,0.484722737645353,0.792925695204567,0.99995471835657,0.902674571841154
1001,0.0683146524122256,0.0953918554975628,0.542505592154538,0.0155958031017448,1.07930762041697e-10,0.436671347843838,0.796384927564119,0.999983630940842,0.86158012922789
1002,0.0724970290003978,0.105165461706968,0.562072606728601,0.0141207800940134,5.6598573477119e-10,0.449901175936075,0.833314204642294,0.999995419851219,0.886708548657595
1003,0.0372877200245687,0.0835843046347176,0.528775507392863,0.00889400024221631,2.53663379740315e-10,0.465231140363002,0.808350491456941,0.999997428972819,0.898163423931067
1004,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
1005,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
1006,0.580402647108656,0.194801470171829,0.375219663926437,0.11480166366973,7.03512036203019e-13,0.796221600884992,0.996449924575174,0.999390872398444,0.978392141646998
1007,0.707196892696518,0.348750238121195,0.858557500484014,0.0567515931711071,1.0534483463777e-08,0.951025312159702,0.703580221116934,0.999699870487995,0.91886991460324
1008,0.510539445817172,0.339395139335638,0.609393996252738,0.0813834793406941,1.34848468016912e-06,0.820263277863101,0.643909318541153,0.998926333383232,0.978638128291848
1009,0.519637988499392,0.357454248638343,0.844477537775224,0.0828282967439164,1.73274092372222e-06,0.821564395003268,0.514814387424116,0.999144741004711,0.971023904442502
1010,0.529460807069379,0.414115935167137,0.83564616394527,0.0740571820198178,1.11193466776988e-06,0.733085295182812,0.598556375535629,0.999605091599081,0.951719554127788
1011,0.530693417906528,0.409661577822396,0.782997527193966,0.0845864460379001,5.76231852468438e-08,0.730777621470647,0.511950117672239,0.999908384563926,0.999941109714819
1012,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
1013,0.415286605667407,0.295559811555531,0.615379235425226,0.0673392168401981,6.79246390258425e-09,0.710155041091798,0.513426539507069,0.999979233279333,0.981031430206318
1014,0.794425239061246,0.487646467964127,0.71695276461527,0.0804907476922518,2.41806240920324e-07,0.864649003792824,0.501575766307238,0.998316641334851,0.88179131353087
1015,0.509249766635195,0.437621168451929,0.482438096264665,0.131430596972939,1.04307936571936e-07,0.646226566277526,0.316141961842042,0.993462173382389,0.997470858559943
1016,0.391658166824133,0.381828162210437,0.544771227649418,0.137628924773249,2.01497803034396e-07,0.571409165118049,0.2607910375989,0.997323105525912,0.975972504658021
1017,0.553337380735041,0.596007179126756,0.595798336185676,0.153549055504313,4.18612742768788e-06,0.577829087487138,0.281990155744131,0.997882470271067,0.995287589655998
1018,0.549634053783592,0.586933230151586,0.543625722098958,0.114836719681317,4.65169103909819e-07,0.583505778109366,0.233419715742347,0.999633130731218,0.98359164137814
1019,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
1020,0.453012117733469,0.444583192942824,0.4708872046729,0.128817558554962,2.99757325630019e-07,0.588132690213896,0.228004037133401,0.999825701312255,0.994049602266474
1021,0.0912763611848251,0.127842998170761,0.89938728586218,0.0466381399419437,1.02287809601124e-13,0.55393018826159,0.911345899194708,0.997268848760357,0.926096258830991
1022,0.0400642544410761,0.0573457318627505,0.499588136435608,0.00442775967323776,2.50053543552729e-18,0.470145135359231,0.960320365911244,0.999901123648856,0.878780902467913
1023,0.0619555809754197,0.108995268545435,0.472763879578994,0.00284120622643194,1.70236761594907e-16,0.525574517433169,0.782746950746559,0.999976504496041,0.800492550163544
1024,0.102422549709348,0.153259508141754,0.498145098444121,0.0169357081539666,1.98877064569318e-12,0.519895956085374,0.931696516622755,0.999826940181502,0.833350110267057
1025,0.0599272948365657,0.092365280431438,0.522262647991944,0.0103105530725318,1.92842718201492e-12,0.431946441786898,0.851027926361481,0.999992367542749,0.847061015814168
1026,0.0803007483916162,0.114183255480192,0.418997198593566,0.00654922789559904,7.36858079270159e-16,0.371295228946249,0.88247275252359,0.999998291344568,0.815372588069017
1027,0.0749589294847573,0.116210705861332,0.417857420602112,0.00527203098699915,1.37374367072809e-13,0.383645626251487,0.842739944307056,0.999998684827982,0.835667728709914
1028,0.0645895961064155,0.109448392321714,0.381110541325422,0.00397246557379485,7.63916397590229e-13,0.419702848110962,0.824840009418966,0.999999451769365,0.814925131786377
1029,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
1030,0.0728228426312928,0.115973777804284,0.338111257025627,0.00343265923857511,5.72659886050225e-13,0.3953770106841,0.830452079748882,0.999999754107154,0.802655592152306
1031,0.00848402176620011,0.0268845282240775,0.411401807279728,0.00694254112290015,2.15335037546663e-14,0.5335316462134,0.804685884846234,0.999844146448027,0.949795897176915
1032,0.040247640071883,0.108190008227394,0.459826198361221,0.00869756832058009,1.34401711560439e-11,0.622673377475062,0.945888949047346,0.999969777059527,0.879236604098274
1033,0.0891130605546396,0.186203674170852,0.44028518018274,0.018644260515375,7.65678782604436e-09,0.595363145441863,0.937206773369947,0.999665487404099,0.816217855045714
1034,0.0501742462915525,0.0803720398038281,0.547969905300181,0.0211388466569755,7.4903077593044e-10,0.484722737645353,0.792925695204567,0.99995471835657,0.902674571841154
1035,0.0683146524122256,0.0953918554975628,0.542505592154538,0.0155958031017448,1.07930762041697e-10,0.436671347843838,0.796384927564119,0.999983630940842,0.86158012922789
1036,0.0724970290003978,0.105165461706968,0.562072606728601,0.0141207800940134,5.6598573477119e-10,0.449901175936075,0.833314204642294,0.999995419851219,0.886708548657595
1037,0.0372877200245687,0.0835843046347176,0.528775507392863,0.00889400024221631,2.53663379740315e-10,0.465231140363002,0.808350491456941,0.999997428972819,0.898163423931067
1038,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
1039,0.0568597378015491,0.0902330096218903,0.485806935185066,0.00625733401737304,2.63771139132822e-10,0.448061886529807,0.815774313814599,0.999998363872392,0.890939061434802
1040,0.580402647108656,0.194801470171829,0.375219663926437,0.11480166366973,7.03512036203019e-13,0.796221600884992,0.996449924575174,0.999390872398444,0.978392141646998
